Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00    1298/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00     120/551         ezxml_parse_str [129]
                0.00    0.00     431/551         ezxml_char_content [67]
[52]     0.0    0.00    0.00     551         ezxml_decode [52]
-----------------------------------------------
                0.00    0.00     511/511         try_place [1]
[53]     0.0    0.00    0.00     511         get_mst_of_net [53]
                0.00    0.00    1022/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/478         build_rr_graph [7]
                0.00    0.00     100/478         compute_delay_lookup_tables [6]
                0.00    0.00     377/478         postscript [23]
[54]     0.0    0.00    0.00     478         load_net_rr_terminals [54]
                0.00    0.00     956/26562       get_rr_node_index [36]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[55]     0.0    0.00    0.00     477         empty_heap [55]
-----------------------------------------------
                                 247             free_route_tree [56]
                0.00    0.00     477/477         timing_driven_route_net [19]
[56]     0.0    0.00    0.00     477+247     free_route_tree [56]
                                 247             free_route_tree [56]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[57]     0.0    0.00    0.00     477         free_traceback [57]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[58]     0.0    0.00    0.00     477         heapsort [58]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[59]     0.0    0.00    0.00     477         init_route_tree_to_source [59]
                0.00    0.00       1/377666      my_malloc [28]
-----------------------------------------------
                                 166             load_rt_subtree_Tdel [60]
                0.00    0.00     477/477         update_route_tree [64]
[60]     0.0    0.00    0.00     477+166     load_rt_subtree_Tdel [60]
                                 166             load_rt_subtree_Tdel [60]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[61]     0.0    0.00    0.00     477         mark_ends [61]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[62]     0.0    0.00    0.00     477         reset_path_costs [62]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[63]     0.0    0.00    0.00     477         update_net_delays_from_route_tree [63]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[64]     0.0    0.00    0.00     477         update_route_tree [64]
                0.00    0.00     477/477         load_rt_subtree_Tdel [60]
                0.00    0.00      28/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [19]
[65]     0.0    0.00    0.00     477         update_traceback [65]
                0.00    0.00       1/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/437         check_netlist [124]
                0.00    0.00       1/437         try_place [1]
                0.00    0.00       2/437         build_rr_graph [7]
                0.00    0.00       2/437         ProcessTypes [110]
                0.00    0.00       4/437         alloc_and_load_pin_to_track_map [97]
                0.00    0.00       6/437         alloc_and_load_grid [88]
                0.00    0.00       7/437         compute_delay_lookup_tables [6]
                0.00    0.00     414/437         alloc_and_load_timing_graph [117]
[66]     0.0    0.00    0.00     437         alloc_matrix [66]
-----------------------------------------------
                0.00    0.00     431/431         ezxml_parse_str [129]
[67]     0.0    0.00    0.00     431         ezxml_char_content [67]
                0.00    0.00     431/551         ezxml_decode [52]
-----------------------------------------------
                0.00    0.00       1/430         check_netlist [124]
                0.00    0.00       1/430         try_place [1]
                0.00    0.00       2/430         build_rr_graph [7]
                0.00    0.00       3/430         compute_delay_lookup_tables [6]
                0.00    0.00       4/430         alloc_and_load_pin_to_track_map [97]
                0.00    0.00       5/430         SetupVPR [22]
                0.00    0.00     414/430         alloc_and_load_timing_graph [117]
[68]     0.0    0.00    0.00     430         free_matrix [68]
-----------------------------------------------
                0.00    0.00     138/276         check_netlist [124]
                0.00    0.00     138/276         alloc_and_load_timing_graph [117]
[69]     0.0    0.00    0.00     276         load_one_fb_fanout_count [69]
-----------------------------------------------
                0.00    0.00       1/222         SetupVPR [22]
                0.00    0.00      18/222         XmlReadArch [111]
                0.00    0.00     203/222         ProcessTypes [110]
[70]     0.0    0.00    0.00     222         FreeNode [70]
                0.00    0.00     222/222         ezxml_cut [71]
-----------------------------------------------
                0.00    0.00     222/222         FreeNode [70]
[71]     0.0    0.00    0.00     222         ezxml_cut [71]
-----------------------------------------------
                                 444             ezxml_free [72]
                0.00    0.00       1/222         SetupVPR [22]
                0.00    0.00      18/222         XmlReadArch [111]
                0.00    0.00     203/222         ProcessTypes [110]
[72]     0.0    0.00    0.00     222+444     ezxml_free [72]
                0.00    0.00     222/222         ezxml_free_attr [73]
                                 444             ezxml_free [72]
-----------------------------------------------
                0.00    0.00     222/222         ezxml_free [72]
[73]     0.0    0.00    0.00     222         ezxml_free_attr [73]
-----------------------------------------------
                0.00    0.00     221/221         ezxml_parse_str [129]
[74]     0.0    0.00    0.00     221         ezxml_insert [74]
-----------------------------------------------
                0.00    0.00       2/183         ProcessCB_SB [100]
                0.00    0.00       6/183         Process_Fc [96]
                0.00    0.00       8/183         ProcessChanWidthDistrDir [101]
                0.00    0.00      27/183         XmlReadArch [111]
                0.00    0.00     140/183         ProcessTypes [110]
[75]     0.0    0.00    0.00     183         ezxml_attr [75]
-----------------------------------------------
                0.00    0.00       2/180         ProcessCB_SB [100]
                0.00    0.00       5/180         Process_Fc [96]
                0.00    0.00     173/180         GetNodeTokens [77]
[76]     0.0    0.00    0.00     180         ezxml_set_txt [76]
-----------------------------------------------
                0.00    0.00     173/173         ProcessTypes [110]
[77]     0.0    0.00    0.00     173         GetNodeTokens [77]
                0.00    0.00     346/377666      my_malloc [28]
                0.00    0.00     173/180         ezxml_set_txt [76]
-----------------------------------------------
                0.00    0.00       1/171         alloc_route_structs [120]
                0.00    0.00       1/171         alloc_and_load_timing_graph_levels [118]
                0.00    0.00       2/171         alloc_and_load_pin_to_track_map [97]
                0.00    0.00       2/171         SetupVPR [22]
                0.00    0.00       3/171         check_netlist [124]
                0.00    0.00       3/171         add_rr_graph_C_from_switches [112]
                0.00    0.00       3/171         check_rr_graph [125]
                0.00    0.00       5/171         try_place [1]
                0.00    0.00       6/171         load_rr_indexed_data_T_values [108]
                0.00    0.00       7/171         ProcessTypes [110]
                0.00    0.00     138/171         alloc_and_load_timing_graph [117]
[78]     0.0    0.00    0.00     171         my_calloc [78]
-----------------------------------------------
                0.00    0.00     139/139         try_place [1]
[79]     0.0    0.00    0.00     139         comp_td_costs [79]
-----------------------------------------------
                0.00    0.00     139/139         check_netlist [124]
[80]     0.0    0.00    0.00     139         get_next_hash [80]
-----------------------------------------------
                0.00    0.00       4/125         ProcessChanWidthDistrDir [101]
                0.00    0.00      11/125         Process_Fc [96]
                0.00    0.00      26/125         XmlReadArch [111]
                0.00    0.00      84/125         ProcessTypes [110]
[81]     0.0    0.00    0.00     125         ezxml_set_attr [81]
-----------------------------------------------
                0.00    0.00     124/124         try_place [1]
[82]     0.0    0.00    0.00     124         load_net_slack [82]
-----------------------------------------------
                0.00    0.00     124/124         try_place [1]
[83]     0.0    0.00    0.00     124         load_timing_graph_net_delays [83]
-----------------------------------------------
                0.00    0.00     123/123         try_place [1]
[84]     0.0    0.00    0.00     123         load_criticalities [84]
-----------------------------------------------
                0.00    0.00     123/123         try_place [1]
[85]     0.0    0.00    0.00     123         update_screen [85]
-----------------------------------------------
                0.00    0.00      57/57          alloc_and_load_timing_graph_levels [118]
[86]     0.0    0.00    0.00      57         alloc_ivector_and_copy_int_list [86]
-----------------------------------------------
                0.00    0.00      18/43          XmlReadArch [111]
                0.00    0.00      25/43          ProcessTypes [110]
[87]     0.0    0.00    0.00      43         ezxml_child [87]
-----------------------------------------------
                0.00    0.00       6/6           SetupVPR [22]
[88]     0.0    0.00    0.00       6         alloc_and_load_grid [88]
                0.00    0.00     766/377666      my_malloc [28]
                0.00    0.00       6/437         alloc_matrix [66]
-----------------------------------------------
                0.00    0.00       1/5           ProcessTypes [110]
                0.00    0.00       2/5           alloc_and_load_pin_to_track_map [97]
                0.00    0.00       2/5           build_rr_graph [7]
[89]     0.0    0.00    0.00       5         alloc_matrix3 [89]
-----------------------------------------------
                0.00    0.00       1/5           alloc_and_load_timing_graph_levels [118]
                0.00    0.00       4/5           node_to_heap [29]
[90]     0.0    0.00    0.00       5         my_realloc [90]
-----------------------------------------------
                0.00    0.00       4/4           init_chan [106]
[91]     0.0    0.00    0.00       4         comp_width [91]
-----------------------------------------------
                0.00    0.00       1/4           free_rr_graph [105]
                0.00    0.00       1/4           free_net_delay [133]
                0.00    0.00       1/4           free_timing_graph [141]
                0.00    0.00       1/4           free_lookups_and_criticalities [132]
[92]     0.0    0.00    0.00       4         free_chunk_memory [92]
-----------------------------------------------
                0.00    0.00       2/4           alloc_and_load_pin_to_track_map [97]
                0.00    0.00       2/4           build_rr_graph [7]
[93]     0.0    0.00    0.00       4         free_matrix3 [93]
-----------------------------------------------
                0.00    0.00       2/4           alloc_route_structs [120]
                0.00    0.00       2/4           build_rr_graph [7]
[94]     0.0    0.00    0.00       4         get_class_range_for_block [94]
-----------------------------------------------
                0.00    0.00       3/3           ReadOptions [155]
[95]     0.0    0.00    0.00       3         ProcessOption [95]
-----------------------------------------------
                0.00    0.00       3/3           ProcessTypes [110]
[96]     0.0    0.00    0.00       3         Process_Fc [96]
                0.00    0.00      11/125         ezxml_set_attr [81]
                0.00    0.00       6/183         ezxml_attr [75]
                0.00    0.00       5/180         ezxml_set_txt [76]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [7]
[97]     0.0    0.00    0.00       3         alloc_and_load_pin_to_track_map [97]
                0.00    0.00       6/377666      my_malloc [28]
                0.00    0.00       4/437         alloc_matrix [66]
                0.00    0.00       4/430         free_matrix [68]
                0.00    0.00       2/2           alloc_matrix4 [103]
                0.00    0.00       2/5           alloc_matrix3 [89]
                0.00    0.00       2/171         my_calloc [78]
                0.00    0.00       2/4           free_matrix3 [93]
-----------------------------------------------
                0.00    0.00       1/3           free_timing_graph [141]
                0.00    0.00       2/3           free_route_structs [134]
[98]     0.0    0.00    0.00       3         free_ivec_vector [98]
-----------------------------------------------
                0.00    0.00       3/3           build_rr_graph [7]
[99]     0.0    0.00    0.00       3         free_matrix4 [99]
-----------------------------------------------
                0.00    0.00       2/2           XmlReadArch [111]
[100]    0.0    0.00    0.00       2         ProcessCB_SB [100]
                0.00    0.00       2/183         ezxml_attr [75]
                0.00    0.00       2/180         ezxml_set_txt [76]
-----------------------------------------------
                0.00    0.00       2/2           XmlReadArch [111]
[101]    0.0    0.00    0.00       2         ProcessChanWidthDistrDir [101]
                0.00    0.00       8/183         ezxml_attr [75]
                0.00    0.00       4/125         ezxml_set_attr [81]
-----------------------------------------------
                0.00    0.00       2/2           check_netlist [124]
[102]    0.0    0.00    0.00       2         alloc_hash_table [102]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_pin_to_track_map [97]
[103]    0.0    0.00    0.00       2         alloc_matrix4 [103]
-----------------------------------------------
                0.00    0.00       2/2           check_netlist [124]
[104]    0.0    0.00    0.00       2         free_hash_table [104]
-----------------------------------------------
                0.00    0.00       2/2           compute_delay_lookup_tables [6]
[105]    0.0    0.00    0.00       2         free_rr_graph [105]
                0.00    0.00       1/4           free_chunk_memory [92]
                0.00    0.00       1/1           free_rr_node_indices [136]
-----------------------------------------------
                0.00    0.00       1/2           try_place [1]
                0.00    0.00       1/2           compute_delay_lookup_tables [6]
[106]    0.0    0.00    0.00       2         init_chan [106]
                0.00    0.00       4/4           comp_width [91]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [114]
[107]    0.0    0.00    0.00       2         load_chan_rr_indices [107]
                0.00    0.00     244/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [113]
[108]    0.0    0.00    0.00       2         load_rr_indexed_data_T_values [108]
                0.00    0.00     264/26562       get_rr_node_index [36]
                0.00    0.00       6/171         my_calloc [78]
-----------------------------------------------
                0.00    0.00       1/2           read_netlist [20]
                0.00    0.00       1/2           print_place [147]
[109]    0.0    0.00    0.00       2         my_fopen [109]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [111]
[110]    0.0    0.00    0.00       1         ProcessTypes [110]
                0.00    0.00     229/3774        my_atoi [45]
                0.00    0.00     203/222         ezxml_free [72]
                0.00    0.00     203/222         FreeNode [70]
                0.00    0.00     173/173         GetNodeTokens [77]
                0.00    0.00     173/3302        FreeTokens [46]
                0.00    0.00     161/3287        CountTokens [47]
                0.00    0.00     140/183         ezxml_attr [75]
                0.00    0.00      91/377666      my_malloc [28]
                0.00    0.00      84/125         ezxml_set_attr [81]
                0.00    0.00      25/43          ezxml_child [87]
                0.00    0.00       7/171         my_calloc [78]
                0.00    0.00       3/3           Process_Fc [96]
                0.00    0.00       2/1359        my_strdup [49]
                0.00    0.00       2/437         alloc_matrix [66]
                0.00    0.00       1/5           alloc_matrix3 [89]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [22]
[111]    0.0    0.00    0.00       1         XmlReadArch [111]
                0.00    0.00      27/183         ezxml_attr [75]
                0.00    0.00      26/125         ezxml_set_attr [81]
                0.00    0.00      18/43          ezxml_child [87]
                0.00    0.00      18/222         ezxml_free [72]
                0.00    0.00      18/222         FreeNode [70]
                0.00    0.00       4/377666      my_malloc [28]
                0.00    0.00       2/2           ProcessChanWidthDistrDir [101]
                0.00    0.00       2/3774        my_atoi [45]
                0.00    0.00       2/2           ProcessCB_SB [100]
                0.00    0.00       1/1           ezxml_parse_file [128]
                0.00    0.00       1/1           ProcessTypes [110]
                0.00    0.00       1/1359        my_strdup [49]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[112]    0.0    0.00    0.00       1         add_rr_graph_C_from_switches [112]
                0.00    0.00   78880/78880       seg_index_of_cblock [32]
                0.00    0.00   65868/65868       seg_index_of_sblock [33]
                0.00    0.00       3/171         my_calloc [78]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[113]    0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [113]
                0.00    0.00     264/26562       get_rr_node_index [36]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [108]
                0.00    0.00       1/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[114]    0.0    0.00    0.00       1         alloc_and_load_rr_node_indices [114]
                0.00    0.00     307/377666      my_malloc [28]
                0.00    0.00       2/2           load_chan_rr_indices [107]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[115]    0.0    0.00    0.00       1         alloc_and_load_rr_node_route_structs [115]
                0.00    0.00       1/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[116]    0.0    0.00    0.00       1         alloc_and_load_seg_details [116]
                0.00    0.00     267/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [5]
[117]    0.0    0.00    0.00       1         alloc_and_load_timing_graph [117]
                0.00    0.00    5881/6904        my_chunk_malloc [42]
                0.00    0.00    2720/377666      my_malloc [28]
                0.00    0.00    1724/4966        is_opin [44]
                0.00    0.00     414/437         alloc_matrix [66]
                0.00    0.00     414/430         free_matrix [68]
                0.00    0.00     138/171         my_calloc [78]
                0.00    0.00     138/276         load_one_fb_fanout_count [69]
                0.00    0.00       1/1           check_timing_graph [126]
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [118]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [117]
[118]    0.0    0.00    0.00       1         alloc_and_load_timing_graph_levels [118]
                0.00    0.00    5604/5604        insert_in_int_list [43]
                0.00    0.00      57/57          alloc_ivector_and_copy_int_list [86]
                0.00    0.00       1/171         my_calloc [78]
                0.00    0.00       1/377666      my_malloc [28]
                0.00    0.00       1/5           my_realloc [90]
                0.00    0.00       1/1           free_int_list [131]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [5]
[119]    0.0    0.00    0.00       1         alloc_net_delay [119]
                0.00    0.00     511/6904        my_chunk_malloc [42]
                0.00    0.00       1/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[120]    0.0    0.00    0.00       1         alloc_route_structs [120]
                0.00    0.00       8/377666      my_malloc [28]
                0.00    0.00       2/4           get_class_range_for_block [94]
                0.00    0.00       1/171         my_calloc [78]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[121]    0.0    0.00    0.00       1         alloc_route_tree_timing_structs [121]
                0.00    0.00       1/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[122]    0.0    0.00    0.00       1         alloc_sblock_pattern_lookup [122]
                0.00    0.00       5/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[123]    0.0    0.00    0.00       1         alloc_timing_driven_route_structs [123]
                0.00    0.00       3/377666      my_malloc [28]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [22]
[124]    0.0    0.00    0.00       1         check_netlist [124]
                0.00    0.00    3242/4966        is_opin [44]
                0.00    0.00     649/649         insert_in_hash_table [51]
                0.00    0.00     139/139         get_next_hash [80]
                0.00    0.00     138/276         load_one_fb_fanout_count [69]
                0.00    0.00       3/171         my_calloc [78]
                0.00    0.00       2/2           alloc_hash_table [102]
                0.00    0.00       2/2           free_hash_table [104]
                0.00    0.00       1/377666      my_malloc [28]
                0.00    0.00       1/437         alloc_matrix [66]
                0.00    0.00       1/1           start_hash_table_iterator [148]
                0.00    0.00       1/430         free_matrix [68]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[125]    0.0    0.00    0.00       1         check_rr_graph [125]
                0.00    0.00   20292/20292       check_node [39]
                0.00    0.00       3/171         my_calloc [78]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [117]
[126]    0.0    0.00    0.00       1         check_timing_graph [126]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_str [129]
[127]    0.0    0.00    0.00       1         ezxml_new [127]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [111]
[128]    0.0    0.00    0.00       1         ezxml_parse_file [128]
                0.00    0.00       1/1           ezxml_parse_str [129]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_file [128]
[129]    0.0    0.00    0.00       1         ezxml_parse_str [129]
                0.00    0.00     431/431         ezxml_char_content [67]
                0.00    0.00     221/221         ezxml_insert [74]
                0.00    0.00     120/551         ezxml_decode [52]
                0.00    0.00       1/1           ezxml_new [127]
                0.00    0.00       1/1           ezxml_str2utf8 [130]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_str [129]
[130]    0.0    0.00    0.00       1         ezxml_str2utf8 [130]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [118]
[131]    0.0    0.00    0.00       1         free_int_list [131]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[132]    0.0    0.00    0.00       1         free_lookups_and_criticalities [132]
                0.00    0.00       1/4           free_chunk_memory [92]
                0.00    0.00       1/1           free_timing_graph [141]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[133]    0.0    0.00    0.00       1         free_net_delay [133]
                0.00    0.00       1/4           free_chunk_memory [92]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[134]    0.0    0.00    0.00       1         free_route_structs [134]
                0.00    0.00       2/3           free_ivec_vector [98]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[135]    0.0    0.00    0.00       1         free_route_tree_timing_structs [135]
-----------------------------------------------
                0.00    0.00       1/1           free_rr_graph [105]
[136]    0.0    0.00    0.00       1         free_rr_node_indices [136]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[137]    0.0    0.00    0.00       1         free_rr_node_route_structs [137]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[138]    0.0    0.00    0.00       1         free_sblock_pattern_lookup [138]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[139]    0.0    0.00    0.00       1         free_seg_details [139]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[140]    0.0    0.00    0.00       1         free_timing_driven_route_structs [140]
-----------------------------------------------
                0.00    0.00       1/1           free_lookups_and_criticalities [132]
[141]    0.0    0.00    0.00       1         free_timing_graph [141]
                0.00    0.00       1/4           free_chunk_memory [92]
                0.00    0.00       1/3           free_ivec_vector [98]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[142]    0.0    0.00    0.00       1         free_trace_structs [142]
-----------------------------------------------
                0.00    0.00       1/1           try_place [1]
[143]    0.0    0.00    0.00       1         init_draw_coords [143]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [6]
[144]    0.0    0.00    0.00       1         init_route_structs [144]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [22]
[145]    0.0    0.00    0.00       1         my_srandom [145]
-----------------------------------------------
                0.00    0.00       1/1           place_and_route [2]
[146]    0.0    0.00    0.00       1         post_place_sync [146]
-----------------------------------------------
                0.00    0.00       1/1           place_and_route [2]
[147]    0.0    0.00    0.00       1         print_place [147]
                0.00    0.00       1/2           my_fopen [109]
-----------------------------------------------
                0.00    0.00       1/1           check_netlist [124]
[148]    0.0    0.00    0.00       1         start_hash_table_iterator [148]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [47] CountTokens            [52] ezxml_decode          [143] init_draw_coords
  [70] FreeNode               [72] ezxml_free            [144] init_route_structs
  [46] FreeTokens             [73] ezxml_free_attr        [59] init_route_tree_to_source
  [77] GetNodeTokens          [74] ezxml_insert           [31] insert_in_edge_list
 [100] ProcessCB_SB          [127] ezxml_new              [51] insert_in_hash_table
 [101] ProcessChanWidthDistrDir [128] ezxml_parse_file    [43] insert_in_int_list
  [95] ProcessOption         [129] ezxml_parse_str        [35] is_cbox
 [110] ProcessTypes           [81] ezxml_set_attr         [44] is_opin
  [96] Process_Fc             [76] ezxml_set_txt          [10] label_wire_muxes
  [48] ReadLineTokens        [130] ezxml_str2utf8        [107] load_chan_rr_indices
 [111] XmlReadArch            [92] free_chunk_memory      [84] load_criticalities
  [25] add_route_tree_to_heap [104] free_hash_table       [54] load_net_rr_terminals
 [112] add_rr_graph_C_from_switches [37] free_heap_data   [82] load_net_slack
  [40] add_to_mod_list       [131] free_int_list          [69] load_one_fb_fanout_count
  [41] alloc_and_load_edges_and_switches [98] free_ivec_vector [108] load_rr_indexed_data_T_values
  [88] alloc_and_load_grid   [132] free_lookups_and_criticalities [60] load_rt_subtree_Tdel
  [97] alloc_and_load_pin_to_track_map [68] free_matrix   [14] load_sblock_pattern_lookup
 [113] alloc_and_load_rr_indexed_data [93] free_matrix3   [83] load_timing_graph_net_delays
 [114] alloc_and_load_rr_node_indices [99] free_matrix4   [61] mark_ends
 [115] alloc_and_load_rr_node_route_structs [133] free_net_delay [45] my_atoi
 [116] alloc_and_load_seg_details [134] free_route_structs [78] my_calloc
 [117] alloc_and_load_timing_graph [56] free_route_tree   [42] my_chunk_malloc
 [118] alloc_and_load_timing_graph_levels [135] free_route_tree_timing_structs [109] my_fopen
 [102] alloc_hash_table      [105] free_rr_graph          [27] my_frand
  [86] alloc_ivector_and_copy_int_list [136] free_rr_node_indices [15] my_irand
   [5] alloc_lookups_and_criticalities [137] free_rr_node_route_structs [28] my_malloc
  [66] alloc_matrix          [138] free_sblock_pattern_lookup [90] my_realloc
  [89] alloc_matrix3         [139] free_seg_details      [145] my_srandom
 [103] alloc_matrix4         [140] free_timing_driven_route_structs [49] my_strdup
 [119] alloc_net_delay       [141] free_timing_graph      [29] node_to_heap
 [120] alloc_route_structs   [142] free_trace_structs     [50] pathfinder_update_one_cost
 [121] alloc_route_tree_timing_structs [57] free_traceback [146] post_place_sync
 [122] alloc_sblock_pattern_lookup [12] get_bb_from_scratch [23] postscript
 [123] alloc_timing_driven_route_structs [94] get_class_range_for_block [147] print_place
   [7] build_rr_graph         [38] get_heap_head          [20] read_netlist
 [124] check_netlist          [53] get_mst_of_net         [62] reset_path_costs
  [39] check_node             [80] get_next_hash          [32] seg_index_of_cblock
 [125] check_rr_graph         [30] get_rr_cong_cost       [33] seg_index_of_sblock
 [126] check_timing_graph     [36] get_rr_node_index     [148] start_hash_table_iterator
  [26] comp_bb_cost           [17] get_seg_end            [21] sync_nets_to_blocks
  [79] comp_td_costs          [34] get_seg_start          [19] timing_driven_route_net
   [4] comp_td_point_to_point_delay [18] get_simple_switch_block_track [1] try_place
  [91] comp_width             [16] get_timing_driven_expected_cost [3] try_swap
   [6] compute_delay_lookup_tables [13] get_track_to_ipins [11] update_bb
  [55] empty_heap              [8] get_track_to_tracks    [63] update_net_delays_from_route_tree
  [75] ezxml_attr             [24] get_unidir_opin_connections [64] update_route_tree
  [67] ezxml_char_content      [9] get_unidir_track_to_chan_seg [85] update_screen
  [87] ezxml_child            [58] heapsort               [65] update_traceback
  [71] ezxml_cut             [106] init_chan
